HomePlanet,CryoSleep,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,group,Age_norm,RoomService_norm,FoodCourt_norm,ShoppingMall_norm,Spa_norm,VRDeck_norm,Transported
1.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,889,1.3368204094937937,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
1.0,0.0,27.0,1.0,12804.0,0.0,10.0,52.0,889,-0.12722453030313602,-0.3389045891919063,7.7381603016707174,-0.2908364166720504,-0.26736903132208073,-0.2222642555613325,True
2.0,0.0,16.0,172.0,170.71473654177493,338.0,9.0,0.0,890,-0.8941052130539087,-0.07972085726058473,-0.1799217044183129,0.274942186920194,-0.2682576941476036,-0.26813982219724253,False
0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,893,0.2213575982199425,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,898,-0.2666573817123674,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
0.0,0.0,26.0,0.0,0.0,716.0,0.0,1.0,899,-0.19694095600775172,-0.340420283530686,-0.2869194690849231,0.9076768382748341,-0.27625565957730913,-0.2672575997619366,True
0.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,899,1.057954706675331,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
2.0,0.0,32.0,47.0,0.0,2552.0,0.0,0.0,901,0.2213575982199425,-0.26918264960804206,-0.2869194690849231,3.9809594305688014,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,18.0,200.0,124.0,0.0,413.0,0.0,902,-0.7546723616446773,-0.037281415774754294,-0.20920079589110088,-0.2908364166720504,0.09076208736362547,-0.26813982219724253,True
0.0,1.0,23.0,0.0,0.0,0.0,172.33188821091812,0.0,903,-0.4060902331215988,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.12311071687210774,-0.26813982219724253,False
1.0,0.0,44.0,0.0,2792.0,0.0,148.0,1043.0,904,1.057954706675331,-0.340420283530686,1.4630042047630734,-0.2908364166720504,-0.1447335613999282,0.6520181778268759,False
2.0,0.0,29.0,4.0,0.0,421.0,435.0,19.0,905,0.01220832110609539,-0.33435750617556736,-0.2869194690849231,0.41387598602716524,0.11031266952512804,-0.2513775959264293,False
0.0,0.0,19.0,0.0,388.0,469.0,210.50982345200939,0.0,906,-0.6849559359400617,-0.340420283530686,-0.04373523360747945,0.49422324334204015,-0.08918340506813141,-0.26813982219724253,True
1.0,0.0,41.0,0.0,5738.0,7.0,9038.0,28.0,907,0.8488054295614837,-0.340420283530686,3.309449456609849,-0.2791191083136312,7.755478957498156,-0.2434375940086756,False
1.0,0.0,28.0,0.0,1736.0,154.11451956585734,145.0,634.0,907,-0.05750810459852031,-0.340420283530686,0.8011419556285877,-0.032863938348794815,-0.14739954987649675,0.2911892017867374,False
0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,910,-0.6849559359400617,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
2.0,0.0,32.0,2492.0,0.0,271.53620242010527,136.0,4.0,911,0.2213575982199425,3.436690008708223,-0.2869194690849231,0.16368835678945307,-0.15539751530620236,-0.2646109324560187,False
0.0,0.0,74.0,853.0,0.0,543.0,31.0,0.0,911,3.1494474778138017,0.9524669874483627,-0.2869194690849231,0.6180919317024723,-0.248707111986101,-0.26813982219724253,True
1.0,0.0,31.0,0.0,7461.0,0.0,369.0,450.0,912,0.1516411725153268,-0.340420283530686,4.389362955907878,-0.2908364166720504,0.05166092304062033,0.1288602736904404,True
1.0,0.0,38.0,0.0,172.0,0.0,5907.0,34.0,913,0.6396561524476366,-0.340420283530686,-0.1791161482031697,-0.2908364166720504,4.973075650786131,-0.23814425939683984,False
0.0,0.0,20.0,157.0,0.0,0.0,544.0,3.0,915,-0.6152395102354459,-0.10245627234227961,-0.2869194690849231,-0.2908364166720504,0.20717691750711806,-0.26549315489132463,False
0.0,0.0,24.0,47.0,0.0,10.0,139.0,1406.0,918,-0.3363738074169831,-0.26918264960804206,-0.2869194690849231,-0.27409740473145144,-0.1527315268296338,0.9722649218429401,False
0.0,0.0,26.0,18.0,84.0,93.0,886.0,289.0,919,-0.19694095600775172,-0.31313778543265214,-0.23427133563104352,-0.1351636056244802,0.5110996038359308,-0.013177538393819493,False
0.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,921,1.057954706675331,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
1.0,1.0,33.0,0.0,0.0,0.0,0.0,235.10445566831623,922,0.29107402392455817,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.06072539676625799,True
1.0,0.0,31.0,0.0,1095.0,0.0,169.0,1226.0,922,0.1516411725153268,-0.340420283530686,0.3993865562960068,-0.2908364166720504,-0.1260716420639485,0.8134648834878669,False
1.0,0.0,36.245508407391846,0.0,7767.0,0.0,15.0,2453.0,923,0.5173392696821975,-0.340420283530686,4.581152584918439,-0.2908364166720504,-0.2629257171944665,1.8959518116082825,True
1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,923,-0.4758066588262145,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,33.0,13.0,0.0,984.0,0.0,0.0,924,0.29107402392455817,-0.32071625712655044,-0.2869194690849231,1.356282358282886,-0.27625565957730913,-0.26813982219724253,False
2.0,0.0,34.0,379.0,0.0,1626.0,0.0,0.0,925,0.3607904496291739,0.23402787086680457,-0.2869194690849231,2.4309269248693384,-0.27625565957730913,-0.26813982219724253,False
2.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,925,-1.2426873415769872,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
2.0,1.0,41.0,0.0,428.93060767839404,0.0,0.0,0.0,925,0.8488054295614837,-0.340420283530686,-0.01808142294794997,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
1.0,0.0,30.0,0.0,7992.0,0.0,507.0,25.0,926,0.08192474681071109,-0.340420283530686,4.722174370955616,-0.2908364166720504,0.17429639296277283,-0.2460842613145935,True
1.0,0.0,30.0,0.0,760.0,234.0,2761.0,81.0,926,0.08192474681071109,-0.340420283530686,0.18942078597398712,0.10085646273796495,2.1773424016912637,-0.1966798049374596,False
0.0,0.0,25.0,0.0,261.8057781123074,699.0,43.0,22.0,927,-0.2666573817123674,-0.340420283530686,-0.12282916497714287,0.8792205179758159,-0.23804315807982687,-0.24873092862051138,False
0.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,928,0.1516411725153268,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,38.0,646.0,0.0,0.0,135.0,260.0,930,0.6396561524476366,0.6387182593209734,-0.2869194690849231,-0.2908364166720504,-0.1562861781317252,-0.03876198901769239,False
0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,930,-0.9638216387585244,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,19.0,0.0,381.1907380368799,115.0,126.0,491.0,931,-0.6849559359400617,-0.340420283530686,-0.0480030304236315,-0.09833777935516252,-0.16428414356143078,0.16503139353798485,True
2.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,932,0.01220832110609539,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
1.0,0.0,30.0,14.0,12045.0,0.0,2121.0,0.0,933,0.08192474681071109,-0.31920056278777076,7.262446810105305,-0.2908364166720504,1.6085981933566433,-0.26813982219724253,True
1.0,0.0,29.0,0.0,1127.0,0.0,1867.0,1070.0,933,0.01220832110609539,-0.340420283530686,0.4194429880879609,-0.2908364166720504,1.382877835673841,0.6758381835801369,False
0.0,0.0,36.0,0.0,11.0,0.0,18.0,872.0,935,0.5002233010384053,-0.340420283530686,-0.28002507065643883,-0.2908364166720504,-0.260259728717898,0.5011581413895564,False
0.0,0.0,24.0,174.0,0.0,0.0,630.0,0.0,938,-0.3363738074169831,-0.07668946858302542,-0.2869194690849231,-0.2908364166720504,0.28360192050208266,-0.26813982219724253,False
0.0,0.0,30.0,0.0,0.0,871.0,0.0,0.0,938,0.08192474681071109,-0.340420283530686,-0.2869194690849231,1.167131523354118,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938,-2.00956802432776,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,939,-0.9638216387585244,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,38.0,55.0,741.0,0.0,0.0,13.0,940,0.6396561524476366,-0.25705709489780476,0.17751227959751437,-0.2908364166720504,-0.27625565957730913,-0.256670930538265,True
0.0,0.0,13.0,0.0,7.0,0.0,1175.0,0.0,941,-1.103254490167756,-0.340420283530686,-0.2825321246304331,-0.2908364166720504,0.7679231604120327,-0.26813982219724253,False
2.0,0.0,18.0,594.0,0.0,555.0,0.0,0.0,942,-0.7546723616446773,0.5599021537044312,-0.2869194690849231,0.6381787460311911,-0.27625565957730913,-0.26813982219724253,False
0.0,0.0,16.0,891.0,0.0,831.0,0.0,0.0,944,-0.8941052130539087,1.0100633723219898,-0.2869194690849231,1.1001754755917221,-0.27625565957730913,-0.26813982219724253,False
0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,944,-1.4518366186908342,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
0.0,0.0,19.0,72.0,5.0,0.0,342.0,188.0,946,-0.6849559359400617,-0.23129029113855057,-0.28378565161743025,-0.2908364166720504,0.02766702675150354,-0.10228200435972166,True
0.0,0.0,26.0,0.0,474.0,0.0,0.0,201.0,947,-0.19694095600775172,-0.340420283530686,0.010166426833397234,-0.2908364166720504,-0.27625565957730913,-0.09081311270074416,False
0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,949,-0.9638216387585244,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,951,0.6396561524476366,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
2.0,0.0,45.0,877.0,0.0,1383.0,0.0,0.0,952,1.1276711323799467,0.9888436515790745,-0.2869194690849231,2.024168934712784,-0.27625565957730913,-0.26813982219724253,False
0.0,0.0,48.0,0.0,306.0,3.0,414.08880524900354,359.0,953,1.3368204094937937,-0.340420283530686,-0.09512984007436187,-0.2858147130898707,0.09172966811264907,0.04857803207759785,False
0.0,1.0,17.0,186.68962172659218,0.0,0.0,0.0,0.0,955,-0.824388787349293,-0.05745588077077429,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
0.0,0.0,28.0,0.0,631.0,0.0,5.0,0.0,956,-0.05750810459852031,-0.340420283530686,0.1085682953126721,-0.2908364166720504,-0.27181234544969496,-0.26813982219724253,True
2.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,957,0.8488054295614837,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,19.0,3.0,0.0,162.85443550069215,0.0,788.0,960,-0.6849559359400617,-0.335873200514347,-0.2869194690849231,-0.018234182629491717,-0.27625565957730913,0.4270514568238556,False
0.0,0.0,14.0,0.0,885.0,8.0,0.0,0.0,961,-1.03353806446314,-0.340420283530686,0.2677662226613079,-0.27744520711957127,-0.27625565957730913,-0.26813982219724253,True
1.0,1.0,21.0,0.0,0.0,0.0,0.0,181.9720402121813,964,-0.5455230845308302,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.1076000057236575,True
1.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,964,1.3368204094937937,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
2.0,0.0,19.0,631.0,0.0,834.0,304.0,0.0,965,-0.6849559359400617,0.6159828442392785,-0.2869194690849231,1.1051971791739017,-0.006102160618364537,-0.26813982219724253,False
0.0,0.0,29.0,1377.0,0.0,0.0,167.0,0.0,966,0.01220832110609539,1.7466908209689038,-0.2869194690849231,-0.2908364166720504,-0.12784896771499418,-0.26813982219724253,False
0.0,0.0,20.0,792.0,0.0,0.0,0.0,0.0,968,-0.6152395102354459,0.8600096327828035,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
2.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,969,1.057954706675331,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,970,-0.6849559359400617,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,971,2.4522832207676446,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
0.0,0.0,21.0,0.0,314.0,323.0,1026.0,6.0,972,-0.5455230845308302,-0.340420283530686,-0.09011573212637333,0.24983366900929557,0.635512399409129,-0.26284648758540674,False
0.0,0.0,32.0,58.0,317.0,448.0,3.0,0.0,975,0.2213575982199425,-0.25251001188146577,-0.08823544164587764,0.4590713182667824,-0.2735896711007406,-0.26813982219724253,True
0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,976,-0.6152395102354459,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
0.0,0.0,24.0,207.01334208083375,32.0,8.0,0.0,0.0,978,-0.3363738074169831,-0.026651332886909428,-0.26686303729296895,-0.27744520711957127,-0.27625565957730913,-0.26813982219724253,False
1.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,979,1.057954706675331,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,982,1.964268240835335,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,51.0,280.28012866187277,510.1339331553641,4.0,0.0,0.0,982,1.5459696866076407,0.08439872075454885,0.0328138570116969,-0.28414081189581086,-0.27625565957730913,-0.26813982219724253,False
0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,983,0.3607904496291739,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,45.0,0.0,1.0,13.0,0.0,873.0,984,1.1276711323799467,-0.340420283530686,-0.2862927055914245,-0.26907570114927176,-0.27625565957730913,0.5020403638248624,False
0.0,0.0,24.0,0.0,0.0,718.0,0.0,0.0,984,-0.3363738074169831,-0.340420283530686,-0.2869194690849231,0.911024640662954,-0.27625565957730913,-0.26813982219724253,False
0.0,0.0,23.0,0.0,0.0,490.0,0.0,319.0,984,-0.4060902331215988,-0.340420283530686,-0.2869194690849231,0.5293751684172979,-0.27625565957730913,0.01328913466535937,False
0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,984,0.08192474681071109,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,20.0,0.0,11.0,0.0,136.0,1088.0,984,-0.6152395102354459,-0.340420283530686,-0.28002507065643883,-0.2908364166720504,-0.15539751530620236,0.6917181874156442,False
0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,984,-0.4758066588262145,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,1.0,27.349953357930666,0.0,0.0,0.0,0.0,0.0,984,-0.10282703302488197,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
0.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,984,2.9402982006999543,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,18.0,6.0,0.0,163.33201538319457,12.0,704.0,985,-0.7546723616446773,-0.33132611749800805,-0.2869194690849231,-0.017434761093911923,-0.265591705671035,0.3529447722581548,True
0.0,0.0,16.0,3.0,0.0,35.0,150.0,478.0,987,-0.8941052130539087,-0.335873200514347,-0.2869194690849231,-0.2322498748799541,-0.14295623574888253,0.15356250187900733,False
0.0,0.0,28.0,0.0,3.0,906.0,0.0,0.0,988,-0.05750810459852031,-0.340420283530686,-0.2850391786044274,1.225718065146214,-0.27625565957730913,-0.26813982219724253,False
0.0,0.0,36.0,1.0,784.0,0.0,55.0,149.0,988,0.5002233010384053,-0.3389045891919063,0.2044631098179527,-0.2908364166720504,-0.22737920417355273,-0.13668867933665418,True
0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,989,-1.5912694701000656,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
0.0,0.0,26.0,0.0,541.0,46.0,4.0,96.0,990,-0.19694095600775172,-0.340420283530686,0.05215958089780116,-0.21383696174529526,-0.27270100827521776,-0.18344646840787018,False
0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,991,-0.12722453030313602,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
1.0,0.0,49.0,31.0,2727.0,0.0,184.0,135.0,992,1.4065368351984093,-0.2934337590285166,1.4222645776856666,-0.2908364166720504,-0.11274169968110584,-0.14903979343093765,True
1.0,0.0,29.0,387.0,942.0,0.0,9927.0,1341.0,992,0.01220832110609539,0.24615342557704184,0.30349174179072613,-0.2908364166720504,8.545500209387965,0.9149204635480526,False
1.0,0.0,46.0,1192.0,1736.0,17.0,21.0,0.0,992,1.1973875580845623,1.4662873682946669,0.8011419556285877,-0.2623800963730322,-0.2575937402413294,-0.26813982219724253,True
1.0,0.0,35.0,8030.0,300.0,0.0,0.0,1436.0,992,0.43050687533378956,11.83060525686997,-0.09889042103535325,-0.2908364166720504,-0.27625565957730913,0.998731594902119,False
1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,992,-0.824388787349293,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
1.0,0.0,37.0,4301.0,791.0,0.0,1748.0,91.0,992,0.569939726743021,6.178581067560625,0.20885045427244267,-0.2908364166720504,1.2771269594366224,-0.1878575805844,False
0.0,0.0,24.0,252.0,0.0,0.0,449.0,0.0,993,-0.3363738074169831,0.041534689841787945,-0.2869194690849231,-0.2908364166720504,0.12275394908244787,-0.26813982219724253,False
0.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,994,1.267103983789178,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
0.0,0.0,26.0,621.0,1.0,98.0,11.0,135.0,994,-0.19694095600775172,0.6008259008514819,-0.2862927055914245,-0.12679409965418073,-0.2664803684965579,-0.14903979343093765,False
1.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,995,1.1973875580845623,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
2.0,0.0,27.0,253.0,0.0,880.0,22.0,2.0,997,-0.12722453030313602,0.04305038418056761,-0.2869194690849231,1.182196634100657,-0.2567050774158066,-0.26637537732663064,False
1.0,0.0,56.0,0.0,7447.0,0.0,253.0,35.0,998,1.8945518151307192,-0.340420283530686,4.380588266998898,-0.2908364166720504,-0.05142396472002959,-0.23726203696153386,True
2.0,0.0,18.0,885.0,0.0,32.0,0.0,0.0,1000,-0.7546723616446773,1.0009692062893119,-0.2869194690849231,-0.2372715784621338,-0.27625565957730913,-0.26813982219724253,False
0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1001,-0.9638216387585244,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1002,-1.8004187472139128,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
2.0,0.0,42.0,1050.0,0.0,715.0,0.0,3.0,1002,0.9185218552660995,1.2510587721879554,-0.2869194690849231,0.9060029370807743,-0.27625565957730913,-0.26549315489132463,False
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1002,-1.9398515986231442,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
1.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,1004,1.8945518151307192,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,20.0,0.0,0.0,4.0,9.0,773.0,1005,-0.6152395102354459,-0.340420283530686,-0.2869194690849231,-0.28414081189581086,-0.2682576941476036,0.4138181202942662,False
0.0,0.0,21.0,0.0,0.0,0.0,0.0,791.0,1006,-0.5455230845308302,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,0.4296981241297735,False
0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1006,-1.6609858958046815,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1006,-1.1729709158723716,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
1.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,1008,0.7093725781522524,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
1.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,1008,2.173417517949182,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,31.0,1633.0,4.0,49.0,6.0,0.0,1011,0.1516411725153268,2.134708571696496,-0.2844124151109288,-0.20881525816311558,-0.2709236826241721,-0.26813982219724253,False
0.0,1.0,58.0,0.0,0.0,0.0,0.0,0.0,1011,2.0339846665399506,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,1012,-0.6849559359400617,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,1013,0.01220832110609539,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
2.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,1014,-0.6849559359400617,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,44.0,0.0,131.0,267.0,554.0,0.0,1015,1.057954706675331,-0.340420283530686,-0.20481345143661092,0.15609520214194147,0.2160635457623465,-0.26813982219724253,False
0.0,0.0,20.0,0.0,15.0,122.0,1125.0,0.0,1017,-0.6152395102354459,-0.340420283530686,-0.2775180166824446,-0.08662047099674326,0.7234900191358905,-0.26813982219724253,False
0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,1018,-0.7546723616446773,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,36.0,1.0,1410.0,0.0,1.0,0.0,1019,0.5002233010384053,-0.3389045891919063,0.5968170567480551,-0.2908364166720504,-0.27536699675178633,-0.26813982219724253,True
2.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,1020,-0.2666573817123674,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,15.0,48.0,6.0,0.0,954.0,0.0,1022,-0.9638216387585244,-0.2676669552692624,-0.2831588881239317,-0.2908364166720504,0.5715286759714842,-0.26813982219724253,False
0.0,0.0,18.0,187.0,12.0,0.0,1277.0,0.0,1024,-0.7546723616446773,-0.05698544217888985,-0.2793983071629403,-0.2908364166720504,0.8585667686153629,-0.26813982219724253,False
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,-2.00956802432776,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,54.0,0.0,5.0,0.0,594.0,209.0,1024,1.755118963721488,-0.340420283530686,-0.28378565161743025,-0.2908364166720504,0.25161005878326026,-0.08375533321829647,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,-2.00956802432776,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
0.0,0.0,20.0,759.0,0.0,106.0,202.0,0.0,1025,-0.6152395102354459,0.8099917196030748,-0.2869194690849231,-0.11340289010170157,-0.09674576882169464,-0.26813982219724253,False
0.0,1.0,21.0,198.19411653444388,0.0,0.0,0.0,0.0,1026,-0.5455230845308302,-0.0400185831199935,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1027,-1.4518366186908342,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
2.0,0.0,46.0,1454.0,0.0,81.0,38.0,0.0,1027,1.1973875580845623,1.8633992850549375,-0.2869194690849231,-0.15525041995319894,-0.24248647220744107,-0.26813982219724253,False
2.0,0.0,31.0,231.0,0.0,177.33894766347987,279.0,9.0,1027,0.1516411725153268,0.009705108727415118,-0.2869194690849231,0.00601145957517372,-0.02831873125643564,-0.2601998202794889,False
2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1027,-1.8004187472139128,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
2.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,1029,0.08192474681071109,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,23.0,1081.0,0.0,0.0,0.0,7.0,1030,-0.4060902331215988,1.2980452966901248,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.2619642651501008,False
0.0,0.0,14.0,756.0,84.0,0.0,8.0,99.0,1031,-1.03353806446314,0.8054446365867358,-0.23427133563104352,-0.2908364166720504,-0.2691463569731264,-0.1807998011019523,False
0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,1032,-0.2666573817123674,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,False
0.0,1.0,61.0,0.0,0.0,0.0,0.0,0.0,1033,2.2431339436537976,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,-0.27625565957730913,-0.26813982219724253,True
0.0,0.0,31.0,0.0,0.0,0.0,675.0,213.0,1034,0.1516411725153268,-0.340420283530686,-0.2869194690849231,-0.2908364166720504,0.32359174765061066,-0.08022644347707261,False
2.0,0.0,13.0,4.0,0.0,1973.0,0.0,39.0,1035,-1.103254490167756,-0.33435750617556736,-0.2869194690849231,3.011770639208122,-0.27625565957730913,-0.23373314722031002,True
